Open Date,Open Time,Close Time,Duration,Net P&L,Side,Entry Price,Symbol,Executions,Exit Price,Quantity,Valid Reason,Setup Valid,Invalid Reason,setup_valid_normalized,quality_bucket,valid_reason_tags,invalid_reason_tags,primary_valid_reason,primary_invalid_reason
2025-01-06,09:32:30 EST,09:54:00 EST,1290.0,1281.0,long,21760.25,MNQ,2,21824.5,10.0,,,,yes,valid,,,,
2025-01-07,09:57:00 EST,10:21:30 EST,1470.0,2811.0,short,21735.25,MNQ,2,21594.5,10.0,,,,yes,valid,,,,
2025-01-08,09:52:00 EST,09:53:00 EST,60.0,-1129.0,long,21377.5,MNQ,2,21321.25,10.0,,,,yes,valid,,,,
2025-01-08,10:02:27 EST,10:09:00 EST,393.0,-704.0,long,21386.75,MNQ,2,21351.75,10.0,,,,yes,valid,,,,
2025-01-10,09:37:00 EST,10:18:30 EST,2490.0,3856.0,short,21133.25,MNQ,2,20940.25,10.0,,,,yes,valid,,,,
2025-01-13,09:35:30 EST,09:44:00 EST,510.0,-479.0,short,20749.75,MNQ,2,20773.5,10.0,,,,yes,valid,,,,
2025-01-13,09:53:30 EST,10:08:30 EST,900.0,816.0,long,20784.25,MNQ,2,20825.25,10.0,,,,yes,valid,,,,
2025-01-14,09:40:00 EST,09:47:00 EST,420.0,-639.0,long,21112.25,MNQ,2,21080.5,10.0,,,,yes,valid,,,,
2025-01-14,10:16:00 EST,10:23:00 EST,420.0,-1109.0,long,21091.25,MNQ,2,21036.0,10.0,,,,yes,valid,,,,
2025-01-15,09:33:30 EST,09:36:00 EST,150.0,-479.0,long,21268.5,MNQ,2,21244.75,10.0,,no,,no,avoid,,,,
2025-01-16,09:42:00 EST,09:56:00 EST,840.0,866.0,short,21446.0,MNQ,2,21402.5,10.0,,,,yes,valid,,,,
2025-01-17,09:32:30 EST,10:00:30 EST,1680.0,921.0,short,21577.5,MNQ,2,21531.25,10.0,,,,yes,valid,,,,
2025-01-20,09:35:30 EST,09:48:00 EST,750.0,531.0,long,21738.75,MNQ,2,21765.5,10.0,,,,yes,valid,,,,
2025-01-20,10:00:00 EST,10:01:00 EST,60.0,-299.0,long,21742.25,MNQ,2,21727.5,10.0,,no,,no,avoid,,,,
2025-01-20,10:20:30 EST,10:47:00 EST,1590.0,671.0,short,21695.0,MNQ,2,21661.25,10.0,,,,yes,valid,,,,
2025-01-21,09:35:00 EST,09:46:00 EST,660.0,1161.0,short,21690.25,MNQ,2,21632.0,10.0,,,,yes,valid,,,,
2025-01-23,09:35:00 EST,09:50:00 EST,900.0,306.0,long,21897.25,MNQ,2,21912.75,10.0,,,,yes,valid,,,,
2025-01-23,10:12:30 EST,10:19:00 EST,390.0,-229.0,long,21900.0,MNQ,2,21888.75,10.0,,no,,no,avoid,,,,
2025-01-24,09:44:00 EST,09:45:30 EST,90.0,-699.0,short,22019.25,MNQ,2,22054.0,10.0,,no,,no,avoid,,,,
2025-01-24,09:52:00 EST,10:03:00 EST,660.0,-414.0,long,22058.25,MNQ,2,22037.75,10.0,,,,yes,valid,,,,
2025-01-28,10:12:30 EST,11:03:30 EST,3060.0,1646.0,long,21347.25,MNQ,2,21429.75,10.0,,,,yes,valid,,,,
2025-01-30,10:00:00 EST,10:01:00 EST,60.0,-559.0,long,21673.5,MNQ,2,21645.75,10.0,,no,,no,avoid,,,,
2025-01-31,09:44:30 EST,10:42:30 EST,3480.0,1976.0,long,21808.75,MNQ,2,21907.75,10.0,,,,yes,valid,,,,
2025-02-03,09:35:30 EST,09:44:00 EST,510.0,936.0,long,21232.0,MNQ,2,21279.0,10.0,,,,yes,valid,,,,
2025-02-03,09:52:00 EST,09:54:00 EST,120.0,-949.0,long,21226.75,MNQ,2,21179.5,10.0,,no,,no,avoid,,,,
2025-02-03,09:59:00 EST,10:01:00 EST,120.0,-544.0,long,21228.25,MNQ,2,21201.25,10.0,,no,,no,avoid,,,,
2025-02-03,10:08:00 EST,10:10:00 EST,120.0,-739.0,short,21164.25,MNQ,2,21201.0,10.0,,no,,no,avoid,,,,
2025-02-03,10:11:00 EST,10:23:00 EST,720.0,-1144.0,short,21159.0,MNQ,2,21216.0,10.0,,,,yes,valid,,,,
2025-02-05,09:38:00 EST,09:51:30 EST,810.0,416.0,long,21558.75,MNQ,2,21579.75,10.0,,,,yes,valid,,,,
2025-02-05,10:07:00 EST,10:15:00 EST,480.0,-614.0,short,21527.5,MNQ,2,21558.0,10.0,,,,yes,valid,,,,
2025-02-05,10:21:30 EST,10:23:00 EST,90.0,-634.0,short,21516.75,MNQ,2,21548.25,10.0,,,,yes,valid,,,,
2025-02-05,10:35:00 EST,11:12:00 EST,2220.0,631.0,long,21579.0,MNQ,2,21610.75,10.0,,,,yes,valid,,,,
2025-02-06,09:51:30 EST,10:24:00 EST,1950.0,531.0,long,21799.25,MNQ,2,21826.0,10.0,,,,yes,valid,,,,
2025-02-10,09:34:30 EST,09:36:00 EST,90.0,-419.0,short,21745.5,MNQ,2,21766.25,10.0,,,,yes,valid,,,,
2025-02-10,09:42:30 EST,09:52:00 EST,570.0,-454.0,long,21780.75,MNQ,2,21758.25,10.0,,,,yes,valid,,,,
2025-02-10,09:58:00 EST,10:43:00 EST,2700.0,1591.0,long,21789.0,MNQ,2,21868.75,10.0,,,,yes,valid,,,,
2025-02-11,09:32:30 EST,09:55:30 EST,1380.0,631.0,long,21746.75,MNQ,2,21778.5,10.0,,,,yes,valid,,,,
2025-02-12,09:36:30 EST,10:01:00 EST,1470.0,1341.0,long,21584.25,MNQ,2,21651.5,10.0,,,,yes,valid,,,,
2025-02-13,09:42:00 EST,09:44:00 EST,120.0,-614.0,short,21852.0,MNQ,2,21882.5,10.0,,,,yes,valid,,,,
2025-02-13,09:55:30 EST,10:05:30 EST,600.0,651.0,long,21899.25,MNQ,2,21932.0,10.0,,,,yes,valid,,,,
2025-02-13,10:12:00 EST,11:07:30 EST,3330.0,2161.0,long,21928.5,MNQ,2,22036.75,10.0,,,,yes,valid,,,,
2025-02-14,09:35:30 EST,09:48:00 EST,750.0,-439.0,short,22100.75,MNQ,2,22122.5,10.0,,,,yes,valid,,,,
2025-02-14,09:51:30 EST,10:02:00 EST,630.0,-399.0,long,22132.0,MNQ,2,22112.25,10.0,,no,,no,avoid,,,,
2025-02-14,10:21:30 EST,10:39:00 EST,1050.0,-539.0,long,22139.25,MNQ,2,22112.5,10.0,,no,,no,avoid,,,,
2025-02-17,09:34:00 EST,09:45:30 EST,690.0,241.0,short,22221.5,MNQ,2,22209.25,10.0,,,,yes,valid,,,,
2025-02-18,09:36:30 EST,09:52:30 EST,960.0,806.0,short,22243.0,MNQ,2,22202.5,10.0,,,,yes,valid,,,,
2025-02-19,09:33:00 EST,09:35:00 EST,120.0,-289.0,short,22183.0,MNQ,2,22197.25,10.0,,,,yes,valid,,,,
2025-02-19,09:37:30 EST,09:40:00 EST,150.0,-599.0,long,22217.5,MNQ,2,22187.75,10.0,,no,,no,avoid,,,,
2025-02-19,09:42:30 EST,10:13:00 EST,1830.0,1001.0,short,22185.75,MNQ,2,22135.5,10.0,,,,yes,valid,,,,
2025-02-20,09:38:00 EST,09:41:00 EST,180.0,-404.0,short,22186.5,MNQ,2,22206.5,10.0,,,,yes,valid,,,,
2025-02-20,09:44:30 EST,10:04:30 EST,1200.0,3131.0,short,22181.75,MNQ,2,22025.0,10.0,,,,yes,valid,,,,
2025-02-21,09:35:00 EST,09:36:00 EST,60.0,-344.0,short,22153.25,MNQ,2,22170.25,10.0,,,,yes,valid,,,,
2025-02-21,09:37:00 EST,10:49:29 EST,4349.0,2901.0,short,22146.5,MNQ,2,22001.25,10.0,,,,yes,valid,,,,
2025-02-24,09:36:59 EST,10:12:59 EST,2160.0,3636.0,short,21729.0,MNQ,2,21547.0,10.0,,,,yes,valid,,,,
2025-02-25,09:37:59 EST,09:55:59 EST,1080.0,1921.0,short,21351.75,MNQ,2,21255.5,10.0,,,,yes,valid,,,,
2025-02-26,09:41:29 EST,09:42:59 EST,90.0,-884.0,long,21256.25,MNQ,2,21212.25,10.0,,no,,no,avoid,,,,
2025-02-27,09:35:59 EST,09:38:59 EST,180.0,-504.0,long,21367.25,MNQ,2,21342.25,10.0,,,,yes,valid,,,,
2025-02-28,09:48:29 EST,09:55:59 EST,450.0,-1069.0,long,20618.0,MNQ,2,20564.75,10.0,,,,yes,valid,,,,
2025-02-28,10:07:29 EST,10:35:30 EST,1681.0,1826.0,long,20634.75,MNQ,2,20726.25,10.0,,,,yes,valid,,,,
2025-03-03,09:37:00 EST,09:39:00 EST,120.0,-1504.0,long,21074.25,MNQ,2,20999.25,10.0,,no,,no,avoid,,,,
2025-03-04,09:48:30 EST,09:50:00 EST,90.0,-1459.0,long,20398.75,MNQ,2,20326.0,10.0,,no,,no,avoid,,,,
2025-03-04,09:59:30 EST,10:27:30 EST,1680.0,2326.0,short,20282.0,MNQ,2,20165.5,10.0,,,,yes,valid,,,,
2025-03-05,09:37:00 EST,09:43:00 EST,360.0,-1504.0,short,20363.25,MNQ,2,20438.25,10.0,,no,,no,avoid,,,,
2025-03-05,09:54:30 EST,09:58:30 EST,240.0,631.0,short,20355.5,MNQ,2,20323.75,10.0,,,,yes,valid,,,,
2025-03-05,10:07:00 EST,10:16:00 EST,540.0,-754.0,long,20451.0,MNQ,2,20413.5,10.0,,,,yes,valid,,,,
2025-03-06,09:35:30 EST,09:39:00 EST,210.0,-924.0,short,20259.5,MNQ,2,20305.5,10.0,,,,yes,valid,,,,
2025-03-07,09:40:30 EST,09:57:30 EST,1020.0,876.0,long,20129.5,MNQ,2,20173.5,10.0,,,,yes,valid,,,,
2025-03-07,10:24:30 EST,10:31:00 EST,390.0,-1934.0,long,20129.0,MNQ,2,20032.5,10.0,,no,,no,avoid,,,,
2025-03-10,09:37:30 EDT,09:41:00 EDT,210.0,-1069.0,short,19816.5,MNQ,2,19869.75,10.0,,no,,no,avoid,,,,
2025-03-10,09:52:00 EDT,10:23:30 EDT,1890.0,1736.0,short,19802.5,MNQ,2,19715.5,10.0,,,,yes,valid,,,,
2025-03-11,10:09:30 EDT,10:15:00 EDT,330.0,-1689.0,long,19524.5,MNQ,2,19440.25,10.0,,no,,no,avoid,,,,
2025-03-12,09:39:00 EDT,09:45:00 EDT,360.0,-1359.0,long,19754.5,MNQ,2,19686.75,10.0,,,,yes,valid,,,,
2025-03-12,09:55:00 EDT,11:18:00 EDT,4980.0,3551.0,short,19642.75,MNQ,2,19465.0,10.0,,,,yes,valid,,,,
2025-03-13,09:41:00 EDT,10:05:00 EDT,1440.0,2366.0,short,19519.5,MNQ,2,19401.0,10.0,,,,yes,valid,,,,
2025-03-18,09:34:30 EDT,10:23:00 EDT,2910.0,3136.0,short,19859.0,MNQ,2,19702.0,10.0,,,,yes,valid,,,,
2025-03-19,09:41:30 EDT,09:47:00 EDT,330.0,-454.0,short,19761.0,MNQ,2,19783.5,10.0,,,,yes,valid,,,,
2025-03-21,09:35:30 EDT,09:43:00 EDT,450.0,-994.0,short,19645.25,MNQ,2,19694.75,10.0,,,,yes,valid,,,,
2025-03-21,09:54:30 EDT,10:12:00 EDT,1050.0,-1089.0,long,19723.5,MNQ,2,19669.25,10.0,,,,yes,valid,,,,
2025-03-24,09:45:30 EDT,10:05:00 EDT,1170.0,846.0,long,20272.5,MNQ,2,20315.0,10.0,,,,yes,valid,,,,
2025-03-25,10:10:30 EDT,10:58:00 EDT,2850.0,1021.0,long,20417.5,MNQ,2,20468.75,10.0,,,,yes,valid,,,,
2025-03-26,09:38:00 EDT,09:43:00 EDT,300.0,-349.0,long,20456.0,MNQ,2,20438.75,10.0,,,,yes,valid,,,,
2025-03-26,09:46:30 EDT,10:28:00 EDT,2490.0,2991.0,short,20426.5,MNQ,2,20276.75,10.0,,,,yes,valid,,,,
2025-03-27,09:35:30 EDT,09:50:00 EDT,870.0,-784.0,short,19976.75,MNQ,2,20015.75,10.0,,,,yes,valid,,,,
2025-03-27,10:13:00 EDT,11:08:00 EDT,3300.0,2236.0,long,20064.5,MNQ,2,20176.5,10.0,,,,yes,valid,,,,
2025-03-28,09:55:30 EDT,14:11:29 EDT,15359.0,7166.0,short,19861.75,MNQ,2,19503.25,10.0,,,,yes,valid,,,,
2025-04-01,10:10:59 EDT,10:22:30 EDT,691.0,606.0,short,19330.5,MNQ,2,19300.0,10.0,,,,yes,valid,,,,
2025-04-03,09:38:00 EDT,09:44:00 EDT,360.0,-1214.0,long,19024.25,MNQ,2,18963.75,10.0,,,,yes,valid,,,,
2025-04-03,10:10:00 EDT,11:12:00 EDT,3720.0,2186.0,short,18909.5,MNQ,2,18800.0,10.0,,,,yes,valid,,,,
2025-04-04,09:35:30 EDT,09:45:30 EDT,600.0,1801.0,short,18121.5,MNQ,2,18031.25,10.0,,,,yes,valid,,,,
2025-04-04,10:06:30 EDT,10:52:30 EDT,2760.0,6561.0,short,18107.5,MNQ,2,17779.25,10.0,,,,yes,valid,,,,
2025-04-07,09:34:30 EDT,09:45:00 EDT,630.0,2326.0,short,16871.75,MNQ,2,16755.25,10.0,,,,yes,valid,,,,
2025-04-07,09:50:30 EDT,10:08:00 EDT,1050.0,5131.0,long,16974.5,MNQ,2,17231.25,10.0,,,,yes,valid,,,,
2025-04-08,09:36:00 EDT,09:46:00 EDT,600.0,-1074.0,short,18123.75,MNQ,2,18177.25,10.0,,,,yes,valid,,,,
2025-04-08,09:58:00 EDT,10:10:30 EDT,750.0,1216.0,long,18230.0,MNQ,2,18291.0,10.0,,,,yes,valid,,,,
2025-04-09,09:39:00 EDT,10:04:30 EDT,1530.0,2676.0,long,17374.75,MNQ,2,17508.75,10.0,,,,yes,valid,,,,
2025-04-10,09:42:00 EDT,09:47:00 EDT,300.0,-1114.0,short,18731.75,MNQ,2,18787.25,10.0,,,,yes,valid,,,,
2025-04-10,09:54:30 EDT,10:14:00 EDT,1170.0,2146.0,short,18749.5,MNQ,2,18642.0,10.0,,,,yes,valid,,,,
2025-04-11,09:32:00 EDT,09:40:00 EDT,480.0,-2194.0,short,18398.0,MNQ,2,18507.5,10.0,,,,yes,valid,,,,
2025-04-11,09:43:00 EDT,09:58:00 EDT,900.0,1836.0,long,18500.5,MNQ,2,18592.5,10.0,,,,yes,valid,,,,
2025-04-14,09:33:30 EDT,09:49:00 EDT,930.0,2876.0,short,19199.5,MNQ,2,19055.5,10.0,,,,yes,valid,,,,
2025-04-15,09:31:29 EDT,09:58:29 EDT,1620.0,1786.0,long,18986.75,MNQ,2,19076.25,10.0,,,,yes,valid,,,,
2025-04-16,09:36:29 EDT,09:45:59 EDT,570.0,-594.0,long,18636.5,MNQ,2,18607.0,10.0,,,,yes,valid,,,,
2025-04-16,09:53:00 EDT,10:04:00 EDT,660.0,346.0,short,18557.5,MNQ,2,18540.0,10.0,,,,yes,valid,,,,
2025-04-17,09:32:59 EDT,09:50:59 EDT,1080.0,-839.0,short,18434.25,MNQ,2,18476.0,10.0,,,,yes,valid,,,,
2025-04-17,10:03:29 EDT,10:40:59 EDT,2250.0,2336.0,short,18436.75,MNQ,2,18319.75,10.0,,,,yes,valid,,,,
2025-04-21,09:33:00 EDT,09:36:00 EDT,180.0,-569.0,long,18149.5,MNQ,2,18121.25,10.0,,no,,no,avoid,,,,
2025-04-21,09:44:30 EDT,10:36:30 EDT,3120.0,2426.0,short,18079.75,MNQ,2,17958.25,10.0,,,,yes,valid,,,,
2025-04-22,09:32:30 EDT,09:35:00 EDT,150.0,-639.0,long,18143.0,MNQ,2,18111.25,10.0,,no,,no,avoid,,,,
2025-04-23,09:33:00 EDT,09:36:00 EDT,180.0,-629.0,long,18985.5,MNQ,2,18954.25,10.0,,no,,no,avoid,,,,
2025-04-23,09:41:30 EDT,09:50:30 EDT,540.0,861.0,long,19028.75,MNQ,2,19072.0,10.0,,,,yes,valid,,,,
2025-04-23,10:24:00 EDT,10:40:00 EDT,960.0,1431.0,long,19060.0,MNQ,2,19131.75,10.0,,,,yes,valid,,,,
2025-04-24,09:39:30 EDT,10:44:00 EDT,3870.0,4571.0,long,18901.0,MNQ,2,19129.75,10.0,,,,yes,valid,,,,
2025-04-25,09:32:00 EDT,09:36:00 EDT,240.0,-934.0,short,19290.75,MNQ,2,19337.25,10.0,,no,,no,avoid,,,,
2025-04-25,09:48:00 EDT,10:01:00 EDT,780.0,-839.0,short,19275.5,MNQ,2,19317.25,10.0,,,,yes,valid,,,,
2025-04-25,10:07:30 EDT,10:18:30 EDT,660.0,666.0,long,19347.25,MNQ,2,19380.75,10.0,,,,yes,valid,,,,
2025-04-25,10:31:00 EDT,10:39:00 EDT,480.0,-1119.0,short,19262.75,MNQ,2,19318.5,10.0,,,,yes,valid,,,,
2025-04-28,09:33:00 EDT,09:44:00 EDT,660.0,-849.0,short,19538.5,MNQ,2,19580.75,10.0,,no,,no,avoid,,,,
2025-04-28,10:27:30 EDT,11:33:00 EDT,3930.0,2896.0,short,19493.0,MNQ,2,19348.0,10.0,,,,yes,valid,,,,
2025-04-29,09:33:00 EDT,09:38:00 EDT,300.0,-934.0,long,19470.25,MNQ,2,19423.75,10.0,,no,,no,avoid,,,,
2025-04-29,09:42:00 EDT,10:16:00 EDT,2040.0,2006.0,long,19457.75,MNQ,2,19558.25,10.0,,,,yes,valid,,,,
2025-05-01,09:35:00 EDT,09:37:00 EDT,120.0,-354.0,short,19938.0,MNQ,2,19955.5,10.0,,no,,no,avoid,,,,
2025-05-01,09:39:00 EDT,09:48:00 EDT,540.0,-839.0,short,19927.0,MNQ,2,19968.75,10.0,,no,,no,avoid,,,,
2025-05-01,09:55:00 EDT,10:14:00 EDT,1140.0,411.0,short,19943.5,MNQ,2,19922.75,10.0,,,,yes,valid,,,,
2025-05-01,10:29:00 EDT,10:32:00 EDT,180.0,-374.0,long,20003.0,MNQ,2,19984.5,10.0,,no,,no,avoid,,,,
2025-05-01,10:35:00 EDT,11:20:30 EDT,2730.0,2076.0,long,20000.75,MNQ,2,20104.75,10.0,,,,yes,valid,,,,
2025-05-02,09:33:30 EDT,09:35:00 EDT,90.0,-704.0,long,20122.25,MNQ,2,20087.25,10.0,,,,yes,valid,,,,
2025-05-02,09:36:30 EDT,09:40:00 EDT,210.0,-479.0,short,20066.0,MNQ,2,20089.75,10.0,,no,,no,avoid,,,,
2025-05-02,09:45:30 EDT,09:48:00 EDT,150.0,-794.0,long,20110.25,MNQ,2,20070.75,10.0,,no,,no,avoid,,,,
2025-05-02,09:51:30 EDT,09:56:00 EDT,270.0,-849.0,short,20051.5,MNQ,2,20093.75,10.0,,no,,no,avoid,,,,
2025-05-02,10:06:00 EDT,10:31:00 EDT,1500.0,681.0,long,20129.0,MNQ,2,20163.25,10.0,,,,yes,valid,,,,
2025-05-05,09:37:00 EDT,09:40:00 EDT,180.0,-484.0,long,20044.5,MNQ,2,20020.5,10.0,,no,,no,avoid,,,,
2025-05-05,09:45:00 EDT,09:52:00 EDT,420.0,-309.0,long,20034.25,MNQ,2,20019.0,10.0,,,,yes,valid,,,,
